geoid,lon,lat
21051,-83.714661,37.159709
21053,-85.136174,36.727442
21055,-88.097196,37.352724
21057,-85.388512,36.786598
21059,-87.087229,37.731848
21061,-86.238422,37.208799
21063,-83.097617,38.117903
21065,-83.964312,37.692443
21067,-84.458720,38.042314
21069,-83.696647,38.370120
21071,-82.745704,37.557118
21073,-84.877052,38.239168
21075,-89.187361,36.554042
21077,-84.859284,38.756845
21079,-84.537663,37.639598
21081,-84.624584,38.648814
21083,-88.651200,36.723103
21085,-86.343912,37.460813
21087,-85.553122,37.264037
21089,-82.922347,38.545693
21091,-86.777908,37.841485
21093,-85.963447,37.697962
21095,-83.217994,36.856946
21097,-84.331358,38.441821
21099,-85.884691,37.299930
21101,-87.573027,37.795959
21103,-85.118916,38.448466
21105,-88.976144,36.678130
21107,-87.540836,37.308839
21109,-84.005754,37.419766
21111,-85.659458,38.187133
21113,-84.580939,37.872037
21115,-82.831519,37.846642
21117,-84.533337,38.933403
21119,-82.954142,37.354047
21121,-83.854046,36.890648
21123,-85.697932,37.545798
21125,-84.117802,37.110670
21127,-82.734735,38.067870
21129,-83.716194,37.594808
21131,-83.381139,37.094061
21133,-82.855313,37.121175
21135,-83.378070,38.531586
21137,-84.660811,37.455351
21139,-88.353722,37.209626
21141,-86.878919,36.859685
21143,-88.083160,37.019101
21145,-88.712654,37.053958
21147,-84.484221,36.737121
21149,-87.263611,37.529193
21151,-84.278003,37.720181
21153,-83.064924,37.706471
21155,-85.269638,37.552535
21157,-88.329352,36.883416
21159,-82.513180,37.801601
21161,-83.824087,38.595186
21163,-86.216952,37.969623
21165,-83.598864,37.941388
21167,-84.874463,37.811033
21169,-85.629227,36.990531
21171,-85.716480,36.712155
21173,-83.913156,38.033526
21175,-83.258883,37.922288
21177,-87.142033,37.215791
21179,-85.465958,37.805154
21181,-84.015295,38.335554
21183,-86.848878,37.478186
21185,-85.448537,38.399479
21187,-84.828105,38.519663
21189,-83.683103,37.419210
21191,-84.360253,38.695639
21193,-83.221476,37.244302
21195,-82.395771,37.469104
21197,-83.823731,37.831125
21199,-84.577250,37.103865
21201,-84.052038,38.518820
21203,-84.316011,37.365055
21205,-83.421104,38.196256
21207,-85.058651,36.991091
21209,-84.583915,38.291554
21211,-85.194776,38.215450
21213,-86.582242,36.741950
21215,-85.327831,38.032521
21217,-85.327938,37.366470
21219,-87.179238,36.835679
21221,-87.873353,36.806359
21223,-85.337486,38.613029
21225,-87.945342,37.658459
21227,-86.423807,36.993573
21229,-85.174774,37.753374
21231,-84.828623,36.801279
21233,-87.683159,37.518443
21235,-84.145182,36.758091
21237,-83.493159,37.739318
21239,-84.743583,38.042380
22001,-92.411984,30.290539
22003,-92.827919,30.652919
22005,-90.911307,30.203543
22007,-91.062584,29.900779
22009,-92.001385,31.076238
22011,-93.343369,30.648459
22013,-93.055980,32.347170
22015,-93.605046,32.678924
22017,-93.882331,32.580072
22019,-93.358011,30.229274
22021,-92.116560,32.092305
22023,-93.193820,29.875445
22025,-91.847063,31.666179
22027,-92.995757,32.822635
22029,-91.640071,31.445854
22031,-93.737245,32.055435
22033,-91.095600,30.538252
22035,-91.235058,32.732544
22037,-91.045524,30.845105
22039,-92.405901,30.728946
22041,-91.673775,32.133213
22043,-92.559504,31.599698
22045,-91.729984,29.896528
22047,-91.349334,30.258486
22049,-92.557784,32.302055
22051,-90.127389,29.787170
22053,-92.814122,30.267703
22055,-92.063862,30.206749
22057,-90.425768,29.566239
22059,-92.160408,31.676701
22061,-92.664836,32.601616
22063,-90.727892,30.440149
22065,-91.242624,32.364402
22067,-91.801788,32.820216
22069,-93.096225,31.723542
22071,-89.928832,30.068679
22073,-92.154866,32.478320
22075,-89.609669,29.440547
22077,-91.600789,30.709379
22079,-92.533187,31.198625
22081,-93.339865,32.093133
22083,-91.763478,32.417803
22085,-93.554598,31.564001
22087,-89.555129,29.869160
22089,-90.358195,29.905478
22091,-90.710341,30.821990
22093,-90.796329,30.026301
22095,-90.470899,30.126462
22097,-92.005861,30.598847
22099,-91.608299,30.129085
22101,-91.443150,29.704657
22103,-89.958308,30.410242
22105,-90.405676,30.626631
22107,-91.340102,32.001709
22109,-90.866344,29.414775
22111,-92.374790,32.831846
22113,-92.323808,29.846547
22115,-93.184208,31.108315
22117,-90.040448,30.853338
22119,-93.334974,32.713469
22121,-91.312735,30.463424
22123,-91.456768,32.788502
22125,-91.420006,30.879804
22127,-92.636688,31.944255
23001,-70.206471,44.165791
23003,-68.598904,46.658916
23005,-70.398735,43.846383
23007,-70.444007,44.974032
23009,-68.358634,44.664154
23011,-69.767333,44.409112
23013,-69.168569,44.141042
23015,-69.543505,44.066383
23017,-70.756605,44.499881
23019,-68.649462,45.400632
23021,-69.284596,45.837346
23023,-69.854567,43.959772
23025,-69.958904,45.513910
23027,-69.145405,44.502752
23029,-67.628774,45.030642
23031,-70.714376,43.478215
24001,-78.698978,39.621457
24003,-76.605071,39.006465
24005,-76.639290,39.462712
24009,-76.568675,38.543363
24011,-75.831555,38.871713
24013,-77.022546,39.562883
24015,-75.940740,39.571241
24017,-76.992157,38.507295
24019,-76.012550,38.482909
24021,-77.398006,39.472231
24023,-79.273822,39.528596
24025,-76.317056,39.561092
24027,-76.931189,39.250723
24029,-76.039929,39.254537
24031,-77.204182,39.136334
24033,-76.847280,38.829523
24035,-76.020276,39.068014
24037,-76.605848,38.302399
24039,-75.751756,38.115780
24041,-76.097100,38.771346
24043,-77.813953,39.603606
24045,-75.620782,38.373292
24047,-75.333998,38.212777
24510,-76.614443,39.305080
25001,-70.291493,41.724179
25003,-73.206349,42.370703
25005,-71.114370,41.797169
25007,-70.650088,41.396085
25009,-70.951959,42.672891
25011,-72.591845,42.583088
25013,-72.631622,42.135105
25015,-72.663775,42.340129
25017,-71.391822,42.485560
25019,-70.069197,41.283139
25021,-71.211096,42.160672
25023,-70.811397,41.951152
25025,-71.069731,42.333704
25027,-71.907766,42.351426
26001,-83.593714,44.685417
26003,-86.603999,46.408641
26005,-85.888439,42.591273
26007,-83.625781,45.034869
26009,-85.140239,44.999084
26011,-83.893992,44.064649
26013,-88.365180,46.662677
26015,-85.308959,42.595038
26017,-83.991543,43.707991
26019,-86.015550,44.638722
26021,-86.412268,41.954678
26023,-85.059010,41.916128
26025,-85.005595,42.246537
26027,-85.993490,41.915364
26029,-85.126291,45.302136
26031,-84.499898,45.446528
26033,-84.577678,46.305273
26035,-84.847814,43.987878
26037,-84.601518,42.943662
26039,-84.610252,44.683651
26041,-86.924242,45.919073
26043,-87.870204,46.009311
26045,-84.838301,42.596079
26047,-84.890806,45.520966
26049,-83.706709,43.021720
26051,-84.388275,43.990643
26053,-89.694451,46.408834
26055,-85.560476,44.668755
26057,-84.604925,43.292735
26059,-84.592943,41.887782
26061,-88.687408,46.897779
26063,-83.023802,43.833270
26065,-84.373546,42.597099
26067,-85.074604,42.945097
26069,-83.635860,44.355827
26071,-88.530488,46.208706
26073,-84.846794,43.640604
26075,-84.423428,42.248487
26077,-85.531185,42.245460
26079,-85.090175,44.684647
26081,-85.549293,43.032150
26083,-88.434557,47.627912
26085,-85.801697,43.990040
26087,-83.221785,43.090149
26089,-85.811790,44.938585
26091,-84.066387,41.895123
26093,-83.911530,42.602918
26095,-85.544357,46.470653
26097,-85.086706,46.080240
26099,-82.932231,42.695538
26101,-86.056785,44.333039
26103,-87.641544,46.431416
26105,-86.249971,43.995250
26107,-85.324570,43.640801
26109,-87.556618,45.580060
26111,-84.388117,43.646841
26113,-85.094660,44.337332
26115,-83.537455,41.928710
26117,-85.152551,43.310971
26119,-84.127238,45.027609
26121,-86.152047,43.291244
26123,-85.800898,43.554194
26125,-83.385791,42.660402
26127,-86.267578,43.640932
26129,-84.126448,44.334964
26131,-89.314999,46.664343
26133,-85.325263,43.989847
26135,-84.129753,44.681743
26137,-84.598977,45.021371
26139,-85.996101,42.959848
26141,-83.917619,45.340184
26143,-84.611552,44.335553
26145,-84.053170,43.335042
26147,-82.680540,42.934067
26149,-85.527761,41.914446
26151,-82.820136,43.423597
26153,-86.199624,46.196548
26155,-84.146729,42.953738
26157,-83.417036,43.464664
26159,-86.018945,42.251309
26161,-83.838767,42.253221
26163,-83.282099,42.281887
26165,-85.578409,44.338337
27001,-93.415425,46.608231
27003,-93.246478,45.273257
27005,-95.673969,46.934654
27007,-94.937676,47.973772
27009,-93.998839,45.699103
27011,-96.410941,45.426102
27013,-94.067013,44.034591
27015,-94.727577,44.242140
27017,-92.677031,46.592409
27019,-93.802597,44.820791
27021,-94.325348,46.949579
27023,-95.566687,45.022331
27025,-92.908333,45.502469
27027,-96.490652,46.892351
27029,-95.379030,47.577547
27031,-90.534635,47.902567
27033,-95.181201,44.007121
27035,-94.070890,46.482411
27037,-93.065427,44.671876
27039,-92.862050,44.022604
27041,-95.453527,45.933721
27043,-93.947929,43.673919
27045,-92.090166,43.673953
27047,-93.348822,43.673809
27049,-92.722569,44.409859
27051,-96.012174,45.934052
27053,-93.476873,45.004579
27055,-91.492885,43.671437
27057,-94.916637,47.108636
27059,-93.295148,45.561493
27061,-93.631974,47.509509
27063,-95.154019,43.674119
27065,-93.293376,45.945185
27067,-95.004717,45.152369
27069,-96.782866,48.776630
27071,-93.783360,48.245300
27073,-96.173514,44.995476
27075,-91.445726,47.640928
27077,-94.905024,48.770527
27079,-93.730086,44.371426
27081,-96.267115,44.412607
27083,-95.839017,44.413542
27085,-94.272401,44.823557
27087,-95.809047,47.325304
27089,-96.368501,48.358112
27091,-94.551159,43.674312
27093,-94.527321,45.123108
27095,-93.630075,45.938042
27097,-94.268379,46.012625
27099,-92.752526,43.671429
27101,-95.763274,44.022164
27103,-94.247379,44.349888
27105,-95.753364,43.674229
27107,-96.455286,47.326465
27109,-92.401750,44.003760
27111,-95.707992,46.408809
27113,-96.036700,48.066232
27115,-92.741334,46.120761
27117,-96.258649,44.023009
27119,-96.401863,47.773858
27121,-95.444513,45.586006
27123,-93.099606,45.017063
27125,-96.095350,47.871690
27127,-95.253838,44.403664
27129,-94.947116,44.726814
27131,-93.296671,44.354263
27133,-96.253199,43.674686
27135,-95.810837,48.775113
27137,-92.470644,47.603168
27139,-93.535927,44.648455
27141,-93.774590,45.443943
27143,-94.232136,44.579497
27145,-94.613021,45.552142
27147,-93.226047,44.022341
27149,-96.000306,45.586123
27151,-95.681422,45.282695
27153,-94.897584,46.070604
27155,-96.471592,45.772181
27157,-92.230274,44.284292
27159,-94.969397,46.585764
27161,-93.587270,44.022118
27163,-92.883935,45.038710
27165,-94.614079,43.978431
27167,-96.468328,46.357061
27169,-91.779157,43.986850
27171,-93.963046,45.173941
27173,-95.868362,44.716250
28001,-91.353548,31.482888
28003,-88.580263,34.880810
28005,-90.804418,31.174426
28007,-89.581521,33.086263
28009,-89.188464,34.817294
28011,-90.880368,33.795577
28013,-89.336455,33.936460
28015,-89.920184,33.448528
28017,-88.947858,33.920797
28019,-89.248380,33.347301
28021,-90.911773,31.973665
28023,-88.689429,32.041380
28025,-88.781558,33.655646
28027,-90.602684,34.229184
28029,-90.448772,31.869260
28031,-89.552626,31.633187
28033,-89.991848,34.875386
28035,-89.257874,31.188878
28037,-90.897911,31.477167
28039,-88.643996,30.862584
28041,-88.639161,31.214247
28043,-89.802001,33.769902
28045,-89.488509,30.416005
28047,-89.115925,30.511846
28049,-90.442846,32.266702
28051,-90.092042,33.123545
28053,-90.526676,33.128715
28055,-90.989189,32.741402
28057,-88.361297,34.279987
28059,-88.635701,30.542297
28061,-89.118840,32.019136
28063,-91.037351,31.734284
28065,-89.823012,31.569673
28067,-89.168809,31.622557
28069,-88.641153,32.754559
28071,-89.484907,34.356744
28073,-89.508677,31.205842
28075,-88.662544,32.404264
28077,-90.107001,31.550178
28079,-89.524069,32.753537
28081,-88.680406,34.289915
28083,-90.301078,33.550543
28085,-90.454012,31.532408
28087,-88.443316,33.472943
28089,-90.033749,32.634658
28091,-89.822431,31.230851
28093,-89.503060,34.762279
28095,-88.480482,33.892267
28097,-89.616363,33.494083
28099,-89.117552,32.753489
28101,-89.118797,32.400240
28103,-88.569754,33.110157
28105,-88.879330,33.424950
28107,-89.950562,34.363909
28109,-89.589653,30.768704
28111,-88.992347,31.172037
28113,-90.404174,31.174854
28115,-89.037389,34.225437
28117,-88.520065,34.618285
28119,-90.289098,34.251402
28121,-89.945792,32.264130
28123,-89.537634,32.406388
28125,-90.813172,32.879869
28127,-89.919500,31.913159
28129,-89.506679,32.017686
28131,-89.117667,30.789967
28133,-90.588624,33.602309
28135,-90.173238,33.950479
28137,-89.944787,34.650331
28139,-88.908888,34.768350
28141,-88.239291,34.740412
28143,-90.375530,34.651955
28145,-89.003862,34.490477
28147,-90.106133,31.148421
28149,-90.851993,32.357266
28151,-90.947488,33.283781
28153,-88.695815,31.640789
28155,-89.284802,33.613101
28157,-91.310926,31.161080
28159,-89.034402,33.088493
28161,-89.707680,34.028160
28163,-90.396379,32.780364
29001,-92.600719,40.190579
29003,-94.802069,39.983505
29005,-95.428088,40.430805
29007,-91.841568,39.215743
29009,-93.829059,36.709863
29011,-94.347125,37.502321
29013,-94.340024,38.257260
29015,-93.287933,38.294857
29017,-90.025926,37.322187
29019,-92.309677,38.990618
29021,-94.806119,39.659905
29023,-90.406578,36.716420
29025,-93.982700,39.655745
29027,-91.926023,38.835520
29029,-92.766047,38.027032
29031,-89.684467,37.384025
29033,-93.505172,39.426990
29035,-90.962342,36.941236
29037,-94.354893,38.647018
29039,-93.856619,37.723836
29041,-92.962646,39.515098
29043,-93.188858,36.969569
29045,-91.738350,40.410334
29047,-94.420887,39.310512
29049,-94.404584,39.601778
29051,-92.281631,38.505411
29053,-92.810109,38.843545
29055,-91.303940,37.976357
29057,-93.850254,37.432051
29059,-93.023655,37.680422
29061,-93.985488,39.960761
29063,-94.404716,39.893173
29065,-91.507914,37.606631
29067,-92.498796,36.932597
29069,-90.090912,36.272111
29071,-91.075027,38.411117
29073,-91.507924,38.440879
29075,-94.409879,40.212067
29077,-93.341993,37.258056
29079,-93.565344,40.113933
29081,-93.992040,40.354669
29083,-93.792757,38.385177
29085,-93.320721,37.940801
29087,-95.215537,40.094402
29089,-92.696273,39.142500
29091,-91.886519,36.774018
29093,-90.773436,37.555147
29095,-94.346130,39.008505
29097,-94.340610,37.203557
29099,-90.537734,38.261065
29101,-93.806415,38.744060
29103,-92.148075,40.128256
29105,-92.590338,37.658323
29107,-93.785503,39.065554
29109,-93.832959,37.106386
29111,-91.722111,40.096871
29113,-90.960069,39.058032
29115,-93.107198,39.870207
29117,-93.548265,39.782123
29119,-94.348338,36.628690
29121,-92.564613,39.830781
29123,-90.345021,37.478047
29125,-91.924858,38.161646
29127,-91.622443,39.805945
29129,-93.568551,40.422334
29131,-92.428384,38.214505
29133,-89.291149,36.828087
29135,-92.583092,38.632758
29137,-92.000736,39.495455
29139,-91.470228,38.941460
29141,-92.885993,38.423717
29143,-89.651746,36.594583
29145,-94.339256,36.905508
29147,-94.883447,40.360746
29149,-91.403310,36.686694
29151,-91.861827,38.460377
29153,-92.444682,36.649316
29155,-89.785398,36.211379
29157,-89.824442,37.707158
29159,-93.285100,38.728294
29161,-91.792337,37.877167
29163,-91.171368,39.343829
29165,-94.773653,39.380464
29167,-93.400531,37.616490
29169,-92.207639,37.824580
29171,-93.016167,40.478913
29173,-91.522031,39.527683
29175,-92.497087,39.440130
29177,-93.989914,39.352392
29179,-90.969099,37.362344
29181,-90.863825,36.652805
29183,-90.674870,38.781933
29185,-93.775969,38.037185
29186,-90.194504,37.894454
29187,-90.472219,37.810244
29189,-90.443372,38.640537
29195,-93.201842,39.136849
29197,-92.520970,40.470259
29199,-92.147063,40.452594
29201,-89.568520,37.053040
29203,-91.400486,37.157409
29205,-92.076605,39.797770
29207,-89.944304,36.855599
29209,-93.455992,36.746926
29211,-93.111494,40.210601
29213,-93.041135,36.654760
29215,-91.965045,37.317302
29217,-94.342441,37.850579
29219,-91.160670,38.764606
29221,-90.877414,37.961684
29223,-90.461409,37.112653
29225,-92.875875,37.280898
29227,-94.422123,40.479102
29229,-92.468713,37.270157
29510,-90.245114,38.635829
30001,-112.899095,45.132835
30003,-107.489713,45.423459
30005,-108.958582,48.432707
30007,-111.495505,46.332419
30009,-109.028132,45.227372
30011,-104.536150,45.516738
30013,-111.347046,47.307958
30015,-110.435192,47.880584
30017,-105.571719,46.252675
30019,-105.548552,48.783780
30021,-104.899499,47.266379
30023,-113.067926,46.060728
30025,-104.417411,46.333972
30027,-109.224482,47.263607
30029,-114.049668,48.295146
30031,-111.170453,45.540680
30033,-106.992884,47.277623
30035,-112.994735,48.705136
30037,-109.175152,46.381220
30039,-113.440364,46.404483
30041,-110.111197,48.628223
30043,-112.093809,46.148449
30045,-110.266031,47.045435
30047,-114.089366,47.645909
30049,-112.390454,47.122447
30051,-111.024584,48.561666
30053,-115.405179,48.542442
30055,-105.795421,47.645216
30057,-111.920268,45.300677
30059,-110.885628,46.598177
30061,-114.998462,47.147296
30063,-113.923717,47.036529
30065,-108.398165,46.496619
30067,-110.526439,45.488401
30069,-108.250197,47.117542
30071,-107.913256,48.259189
30073,-112.226366,48.227770
30075,-105.630189,45.395044
30077,-112.936110,46.856351
30079,-105.377939,46.860523
30081,-114.120681,46.081694
30083,-104.561422,47.787915
30085,-105.016436,48.294520
30087,-106.730763,46.229711
30089,-115.133233,47.674795
30091,-104.504674,48.721233
30093,-112.656735,45.902403
30095,-109.395213,45.669038
30097,-109.941046,45.813883
30099,-112.240855,47.837115
30101,-111.695642,48.655402
30103,-107.271600,46.211341
30105,-106.667467,48.365264
30107,-109.844493,46.466314
30109,-104.248965,46.965263
30111,-108.274411,45.937347
31001,-98.501209,40.524476
31003,-98.066683,42.176912
31005,-101.695915,41.568935
31007,-103.710614,41.546021
31009,-99.976815,41.912780
31011,-98.067242,41.706783
31013,-103.085657,42.219772
31015,-98.766542,42.899697
31017,-99.929500,42.430000
31019,-99.074968,40.855153
31021,-96.328615,41.851530
31023,-97.131758,41.226079
31025,-96.140876,40.909712
31027,-97.252414,42.599255
31029,-101.697983,40.524177
31031,-101.118596,42.544987
31033,-102.994957,41.219769
31035,-98.051286,40.524435
31037,-97.086467,41.574011
31039,-96.787386,41.916399
31041,-99.726147,41.394277
31043,-96.564569,42.391133
31045,-103.135451,42.719720
31047,-99.819569,40.869949
31049,-102.333784,41.111556
31051,-96.867753,42.493208
31053,-96.654016,41.577912
31055,-96.154301,41.295347
31057,-101.687947,40.176201
31059,-97.596500,40.524657
31061,-98.952802,40.176329
31063,-100.394145,40.530092
31065,-99.912310,40.176444
31067,-96.689442,40.261890
31069,-102.335513,41.619413
31071,-98.991403,41.914356
31073,-99.830691,40.514816
31075,-101.740544,41.914971
31077,-98.521217,41.567441
31079,-98.502167,40.872578
31081,-98.022863,40.873023
31083,-99.404652,40.176498
31085,-101.061861,40.524771
31087,-101.042256,40.176337
31089,-98.783830,42.455712
31091,-101.135309,41.916051
31093,-98.517108,41.220049
31095,-97.142723,40.175732
31097,-96.265085,40.392633
31099,-98.948014,40.506703
31101,-101.661278,41.198850
31103,-99.712397,42.878876
31105,-103.714917,41.197758
31107,-97.891904,42.636822
31109,-96.687753,40.784172
31111,-100.745297,41.047740
31113,-100.482843,41.566503
31115,-99.454383,41.913854
31117,-101.060518,41.568151
31119,-97.600764,41.916695
31121,-98.038020,41.169040
31123,-103.010641,41.715997
31125,-97.992204,41.397324
31127,-95.849834,40.387649
31129,-98.047192,40.176387
31131,-96.134763,40.648500
31133,-96.237062,40.131463
31135,-101.649802,40.850977
31137,-99.414538,40.511114
31139,-97.601301,42.264361
31141,-97.521138,41.571295
31143,-97.568439,41.186900
31145,-100.476878,40.175828
31147,-95.717548,40.125044
31149,-99.449912,42.421313
31151,-97.140922,40.524066
31153,-96.111951,41.112907
31155,-96.637379,41.226366
31157,-103.707941,41.850563
31159,-97.139519,40.872382
31161,-102.408921,42.504751
31163,-98.976204,41.220588
31165,-103.758885,42.487646
31167,-97.193912,41.916935
31169,-97.594951,40.176240
31171,-100.555790,41.913579
31173,-96.544028,42.158201
31175,-98.981872,41.567324
31177,-96.222007,41.531063
31179,-97.119263,42.209286
31181,-98.499971,40.176441
31183,-98.528181,41.914768
31185,-97.597118,40.872742
32001,-118.335851,39.580920
32003,-115.013536,36.215241
32005,-119.616390,38.912192
32007,-115.357766,41.145809
32009,-117.632282,37.784615
32011,-116.268581,39.983864
32013,-118.112005,41.406838
32015,-117.038025,39.933667
32017,-114.877531,37.643344
32019,-119.189121,39.020289
32021,-118.435082,38.538758
32023,-116.471902,38.042266
32027,-118.404390,40.440437
32029,-119.529158,39.446535
32031,-119.664253,40.665486
32033,-114.901547,39.442118
32510,-119.747428,39.151152
33001,-71.423293,43.518690
33003,-71.202810,43.873882
33005,-72.251167,42.919309
33007,-71.305579,44.689611
33009,-71.820621,43.940785
33011,-71.716054,42.915324
33013,-71.680166,43.297662
33015,-71.125294,42.987537
33017,-71.029419,43.297380
33019,-72.222366,43.361260
34001,-74.660778,39.477731
34003,-74.074411,40.959737
34005,-74.668181,39.877652
34007,-74.959754,39.803522
34009,-74.800278,39.149011
34011,-75.110881,39.373510
34013,-74.246853,40.787075
34015,-75.141643,39.717296
34017,-74.077692,40.734947
34019,-74.912225,40.567273
34021,-74.701690,40.283394
34023,-74.411775,40.439107
34025,-74.221126,40.260421
34027,-74.544424,40.862016
34029,-74.281289,39.885044
34031,-74.300894,41.034374
34033,-75.348973,39.587396
34035,-74.616336,40.563500
34037,-74.690754,41.139400
34039,-74.308935,40.659898
34041,-74.997021,40.857221
35001,-106.670137,35.051303
35003,-108.404680,33.915330
35005,-104.467023,33.363159
35006,-107.999663,34.912603
35007,-104.646826,36.606111
35009,-103.346851,34.574190
35011,-104.411969,34.342454
35013,-106.832811,32.352672
35015,-104.304210,32.471472
35017,-108.382295,32.738969
35019,-104.790766,34.863243
35021,-103.819989,35.857854
35023,-108.714792,31.914077
35025,-103.412444,32.792168
35027,-105.459217,33.745163
35028,-106.307242,35.869365
35029,-107.749752,32.182199
35031,-108.261832,35.580647
35033,-104.944541,36.009949
35035,-105.741596,32.613119
35037,-103.549604,35.104400
35039,-106.693105,36.509579
35041,-103.480186,34.021307
35043,-106.865829,35.688551
35045,-108.320612,36.508503
35047,-104.815819,35.480247
35049,-105.976076,35.506852
35051,-107.192270,33.130576
35053,-106.930267,34.007289
35055,-105.630965,36.578303
35057,-105.850797,34.640401
35059,-103.471028,36.481737
35061,-106.809103,34.715452
36001,-73.973555,42.600177
36003,-78.027589,42.257403
36005,-73.865984,40.850021
36007,-75.819618,42.160252
36009,-78.678855,42.248599
36011,-76.554507,42.917497
36013,-79.366341,42.228167
36015,-76.760025,42.141256
36017,-75.611592,42.493507
36019,-73.678165,44.746181
36021,-73.631797,42.250081
36023,-76.070279,42.595015
36025,-74.966468,42.198069
36027,-73.742860,41.765147
36029,-78.732315,42.763953
36031,-73.772604,44.117190
36033,-74.303835,44.592860
36035,-74.422156,43.113835
36037,-78.193755,43.000937
36039,-74.122720,42.276513
36041,-74.497371,43.661132
36043,-74.962520,43.419714
36045,-75.921021,44.049427
36047,-73.938531,40.639524
36049,-75.448848,43.784657
36051,-77.775495,42.728062
36053,-75.669649,42.912766
36055,-77.696090,43.146446
36057,-74.439716,42.902292
36059,-73.586410,40.732805
36061,-73.967562,40.778008
36063,-78.745248,43.200062
36065,-75.435851,43.241736
36067,-76.194637,43.005813
36069,-77.299822,42.852848
36071,-74.305544,41.402137
36073,-78.231212,43.252077
36075,-76.141360,43.426924
36077,-75.032596,42.633754
36079,-73.749480,41.426663
36081,-73.820272,40.702284
36083,-73.509718,42.711079
36085,-74.152386,40.580774
36087,-74.024066,41.152376
36089,-75.069101,44.496385
36091,-73.863898,43.107380
36093,-74.058572,42.818127
36095,-74.442114,42.588215
36097,-76.875172,42.393804
36099,-76.823784,42.781054
36101,-77.383785,42.267808
36103,-72.844782,40.868607
36105,-74.768111,41.716434
36107,-76.306349,42.170335
36109,-76.473637,42.452027
36111,-74.258544,41.888139
36113,-73.846017,43.560967
36115,-73.430752,43.313713
36117,-77.029373,43.156637
36119,-73.756061,41.162317
36121,-78.224456,42.702374
36123,-77.105468,42.633449
37001,-79.399472,36.044051
37003,-81.177016,35.921042
37005,-81.127221,36.491360
37007,-80.102692,34.973830
37009,-81.500339,36.434174
37011,-81.922469,36.076607
37013,-76.859695,35.492779
37015,-76.978564,36.066101
37017,-78.563177,34.614302
37019,-78.237601,34.071089
37021,-82.530104,35.611217
37023,-81.704708,35.749528
37025,-80.552060,35.386906
37027,-81.546527,35.952960
37029,-76.206413,36.387777
37031,-76.657705,34.835903
37033,-79.333619,36.393308
37035,-81.214480,35.662603
37037,-79.255362,35.702562
37039,-84.063486,35.133868
37041,-76.607893,36.150771
37043,-83.750216,35.057203
37045,-81.555627,35.334105
37047,-78.655092,34.265437
37049,-77.094480,35.124365
37051,-78.827456,35.048588
37053,-76.005797,36.403045
37055,-75.797967,35.779555
37057,-80.212688,35.793292
37059,-80.544481,35.929150
37061,-77.932929,34.936265
37063,-78.876334,36.036031
37065,-77.597066,35.912953
37067,-80.256365,36.130498
37069,-78.285608,36.082777
37071,-81.180254,35.294385
37073,-76.700484,36.444900
37075,-83.833480,35.350152
37077,-78.653030,36.304012
37079,-77.675846,35.485403
37081,-79.789003,36.079448
37083,-77.651862,36.257485
37085,-78.869292,35.368612
37087,-82.982250,35.556053
37089,-82.479954,35.336359
37091,-76.981967,36.359077
37093,-79.237088,35.017368
37095,-76.250870,35.530537
37097,-80.873438,35.807089
37099,-83.140831,35.287395
37101,-78.365634,35.517614
37103,-77.355255,35.021669
37105,-79.171428,35.475153
37107,-77.641281,35.239152
37109,-81.223868,35.486182
37111,-82.048717,35.681253
37113,-83.422112,35.150431
37115,-82.705775,35.858049
37117,-77.107085,35.841593
37119,-80.832775,35.246679
37121,-82.163466,36.013326
37123,-79.905468,35.332462
37125,-79.481308,35.310707
37127,-77.986471,35.967208
37129,-77.884748,34.232673
37131,-77.396760,36.417672
37133,-77.432279,34.731736
37135,-79.120587,36.061296
37137,-76.740846,35.143509
37139,-76.283991,36.295428
37141,-77.905571,34.524662
37143,-76.441224,36.205808
37145,-78.971725,36.390071
37147,-77.374637,35.593523
37149,-82.169626,35.279309
37151,-79.806159,35.710328
37153,-79.747833,35.005941
37155,-79.103565,34.640082
37157,-79.775140,36.396054
37159,-80.524637,35.639530
37161,-81.920071,35.402261
37163,-78.371511,34.991621
37165,-79.480408,34.840907
37167,-80.250931,35.311992
37169,-80.239581,36.401918
37171,-80.687520,36.414664
37173,-83.492735,35.486684
37175,-82.798258,35.202104
37177,-76.208039,35.817584
37179,-80.530715,34.988413
37181,-78.408348,36.364738
37183,-78.650231,35.790140
37185,-78.106873,36.396567
37187,-76.576752,35.822167
37189,-81.696346,36.231079
37191,-78.004143,35.363795
37193,-81.162904,36.206211
37195,-77.918612,35.705033
37197,-80.665339,36.160538
37199,-82.307578,35.898906
38001,-102.528503,46.096834
38003,-98.071574,46.936109
38005,-99.366005,48.069381
38007,-103.376384,47.023417
38009,-100.833318,48.792180
38011,-103.520703,46.112623
38013,-102.518298,48.790997
38015,-100.468742,46.977384
38017,-97.248047,46.932975
38019,-98.464857,48.772342
38021,-98.504671,46.110184
38023,-103.487249,48.814914
38025,-102.618281,47.356764
38027,-98.901625,47.717584
38029,-100.238774,46.285047
38031,-98.882988,47.457068
38033,-103.846629,46.940304
38035,-97.456971,47.921909
38037,-101.639715,46.358277
38039,-98.237049,47.457283
38041,-102.460353,46.432526
38043,-99.780095,46.980140
38045,-98.535440,46.456906
38047,-99.477409,46.457367
38049,-100.636282,48.234575
38051,-99.441209,46.111855
38053,-103.395290,47.740188
